Comparison of groups:  2-1 
           GeneID   Chr     Start       End Strand Length       logFC
16017  MSTRG.1038 chr15  57925811  57925939      +    129  -9.6281264
16034  MSTRG.1038 chr15  57925811  57925939      +    129  -9.6281264
15922  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
15935  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
15948  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
15961  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
15975  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
15989  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
16005  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
16037  MSTRG.1038 chr15  57953648  57953731      +     84  -9.7002168
15897  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
15909  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
15921  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
15934  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
15947  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
15960  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
15974  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
15988  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
16003  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
16019  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
16036  MSTRG.1038 chr15  57931638  57931743      +    106  -9.9622196
18300  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18309  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18318  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18327  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18336  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18346  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18356  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18366  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18374  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
18382  MSTRG.1182 chr15  63349184  63349317      +    134  -8.4433602
5294    MSTRG.405 chr15  35084609  35084770      -    162 -11.9257669
5301    MSTRG.405 chr15  35084609  35084770      -    162 -11.9257669
15898  MSTRG.1038 chr15  57967166  57967266      +    101  -8.9990383
15923  MSTRG.1038 chr15  57967166  57967266      +    101  -8.9990383
15936  MSTRG.1038 chr15  57967166  57967266      +    101  -8.9990383
15962  MSTRG.1038 chr15  57967166  57967266      +    101  -8.9990383
15990  MSTRG.1038 chr15  57967166  57967266      +    101  -8.9990383
16020  MSTRG.1038 chr15  57967166  57967266      +    101  -8.9990383
16038  MSTRG.1038 chr15  57967166  57967266      +    101  -8.9990383
15890  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15902  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15914  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15927  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15940  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15953  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15967  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15981  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
15996  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
16012  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
16029  MSTRG.1038 chr15  57910231  57910386      +    156  -8.5016943
5295    MSTRG.405 chr15  35085446  35085770      -    325  -9.3373837
5302    MSTRG.405 chr15  35085446  35085770      -    325  -9.3373837
5293    MSTRG.405 chr15  35084291  35084482      -    192 -12.9813793
5300    MSTRG.405 chr15  35084291  35084482      -    192 -12.9813793
16006  MSTRG.1038 chr15  57976600  57976872      +    273  -9.4397079
16021  MSTRG.1038 chr15  57976600  57976872      +    273  -9.4397079
15892  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15904  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15916  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15929  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15942  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15955  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15969  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15983  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15998  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
16014  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
16031  MSTRG.1038 chr15  57917977  57918088      +    112  -8.7992791
15899  MSTRG.1038 chr15  57976600  57977562      +    963  -9.5702909
15924  MSTRG.1038 chr15  57976600  57977562      +    963  -9.5702909
16039  MSTRG.1038 chr15  57976600  57977530      +    931  -9.5702909
15891  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15903  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15915  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15928  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15941  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15954  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15968  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15982  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
15997  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
16013  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
16030  MSTRG.1038 chr15  57913806  57913898      +     93  -8.3836709
29652  MSTRG.1773 chr15  85411342  85416713      +   5372  -5.5548946
7006    MSTRG.502 chr15  37100525  37102461      +   1937  -5.5544200
21291  MSTRG.1260 chr15  65488337  65491437      -   3101  -7.2257449
14007   MSTRG.864 chr15  52011605  52013223      +   1619  11.1997778
14018   MSTRG.864 chr15  52011605  52013223      +   1619  11.1997778
6983    MSTRG.502 chr15  37101105  37102461      +   1357  -5.5773632
5297    MSTRG.405 chr15  35087707  35087927      -    221  -9.6496040
29643  MSTRG.1773 chr15  85382933  85384163      +   1231  -6.0995247
18364  MSTRG.1182 chr15  63334959  63335142      +    184  -9.9742630
29650  MSTRG.1773 chr15  85407673  85407896      +    224  -5.7079860
20954  MSTRG.1244 chr15  65040618  65040766      -    149  -5.9337688
20961  MSTRG.1244 chr15  65040618  65040766      -    149  -5.9337688
18298  MSTRG.1182 chr15  63334838  63335142      +    305  -9.8537688
18307  MSTRG.1182 chr15  63334838  63335142      +    305  -9.8537688
18316  MSTRG.1182 chr15  63334838  63335142      +    305  -9.8537688
18325  MSTRG.1182 chr15  63334838  63335142      +    305  -9.8537688
18334  MSTRG.1182 chr15  63334838  63335142      +    305  -9.8537688
18344  MSTRG.1182 chr15  63334838  63335142      +    305  -9.8537688
18354  MSTRG.1182 chr15  63334838  63335142      +    305  -9.8537688
13999   MSTRG.864 chr15  51975416  51975631      +    216  12.4130690
14010   MSTRG.864 chr15  51975416  51975631      +    216  12.4130690
13447   MSTRG.843 chr15  42737025  42737179      -    155  -4.2530138
13469   MSTRG.843 chr15  42737025  42737179      -    155  -4.2530138
13487   MSTRG.843 chr15  42737025  42737179      -    155  -4.2530138
13506   MSTRG.843 chr15  42737025  42737179      -    155  -4.2530138
13526   MSTRG.843 chr15  42737025  42737179      -    155  -4.2530138
13547   MSTRG.843 chr15  42737025  42737179      -    155  -4.2530138
25893  MSTRG.1524 chr15  75311130  75313836      +   2707   5.7972453
25900  MSTRG.1524 chr15  75311130  75313836      +   2707   5.7972453
25908  MSTRG.1524 chr15  75311130  75313836      +   2707   5.7972453
25916  MSTRG.1524 chr15  75311130  75313836      +   2707   5.7972453
25924  MSTRG.1524 chr15  75311130  75313836      +   2707   5.7972453
25932  MSTRG.1524 chr15  75311130  75313823      +   2694   5.7972453
20953  MSTRG.1244 chr15  65033372  65033441      -     70  -6.3960059
20960  MSTRG.1244 chr15  65033372  65033441      -     70  -6.3960059
14000   MSTRG.864 chr15  51980457  51980599      +    143  11.9560683
14011   MSTRG.864 chr15  51980457  51980599      +    143  11.9560683
28559  MSTRG.1717 chr15  80885941  80890277      +   4337   5.4047215
28579  MSTRG.1717 chr15  80885941  80890278      +   4338   5.4047215
28598  MSTRG.1717 chr15  80885941  80890278      +   4338   5.4047215
28618  MSTRG.1717 chr15  80885941  80890275      +   4335   5.4047215
28638  MSTRG.1717 chr15  80885941  80890278      +   4338   5.4047215
12272   MSTRG.817 chr15  41870084  41871536      +   1453   5.2047262
15889  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15901  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15913  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15926  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15939  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15952  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15966  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15980  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
15995  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
16011  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
16028  MSTRG.1038 chr15  57896467  57896553      +     87  -8.5377972
14002   MSTRG.864 chr15  51984356  51984533      +    178   9.7145573
14013   MSTRG.864 chr15  51984356  51984533      +    178   9.7145573
13472   MSTRG.843 chr15  42749415  42749765      -    351  -6.0195529
14005   MSTRG.864 chr15  51993304  51993441      +    138   8.7918026
14016   MSTRG.864 chr15  51993304  51993441      +    138   8.7918026
29648  MSTRG.1773 chr15  85405866  85406146      +    281  -5.7525622
6982    MSTRG.502 chr15  37100525  37100690      +    166  -5.3015703
6994    MSTRG.502 chr15  37100525  37100690      +    166  -5.3015703
14001   MSTRG.864 chr15  51981416  51981565      +    150   9.3397613
14012   MSTRG.864 chr15  51981416  51981565      +    150   9.3397613
27209  MSTRG.1590 chr15  76578712  76578822      -    111  -3.7007764
27220  MSTRG.1590 chr15  76578712  76578822      -    111  -3.7007764
27232  MSTRG.1590 chr15  76578712  76578822      -    111  -3.7007764
20955  MSTRG.1244 chr15  65041199  65041349      -    151  -5.2603708
20962  MSTRG.1244 chr15  65041199  65041349      -    151  -5.2603708
14003   MSTRG.864 chr15  51988072  51988188      +    117   9.3776963
14014   MSTRG.864 chr15  51988072  51988188      +    117   9.3776963
5997    MSTRG.450 chr15  32988715  32989298      +    584  13.0176898
6003    MSTRG.450 chr15  32988715  32989298      +    584  13.0176898
5994    MSTRG.450 chr15  32971967  32972116      +    150   8.9291040
6000    MSTRG.450 chr15  32971967  32972116      +    150   8.9291040
27208  MSTRG.1590 chr15  76577978  76578079      -    102  -3.6872446
27219  MSTRG.1590 chr15  76577978  76578079      -    102  -3.6872446
27231  MSTRG.1590 chr15  76577978  76578079      -    102  -3.6872446
4286    MSTRG.290 chr15  29346048  29347038      +    991   7.5958243
4301    MSTRG.290 chr15  29346048  29347038      +    991   7.5958243
4315    MSTRG.290 chr15  29346048  29347038      +    991   7.5958243
4328    MSTRG.290 chr15  29346048  29347038      +    991   7.5958243
13446   MSTRG.843 chr15  42736400  42736460      -     61  -4.3269903
13468   MSTRG.843 chr15  42736400  42736460      -     61  -4.3269903
13486   MSTRG.843 chr15  42736400  42736460      -     61  -4.3269903
13505   MSTRG.843 chr15  42736400  42736460      -     61  -4.3269903
13525   MSTRG.843 chr15  42736400  42736460      -     61  -4.3269903
13546   MSTRG.843 chr15  42736400  42736460      -     61  -4.3269903
29819  MSTRG.1786 chr15  83455504  83456220      -    717  -8.1738225
29831  MSTRG.1786 chr15  83455504  83456220      -    717  -8.1738225
29845  MSTRG.1786 chr15  83455504  83456220      -    717  -8.1738225
5993    MSTRG.450 chr15  32935787  32936019      +    233   9.3284321
5999    MSTRG.450 chr15  32935787  32936019      +    233   9.3284321
13996   MSTRG.864 chr15  51973550  51974034      +    485  11.6443661
14008   MSTRG.864 chr15  51973550  51974034      +    485  11.6443661
27206  MSTRG.1590 chr15  76566753  76566835      -     83  -3.8455684
27217  MSTRG.1590 chr15  76566753  76566835      -     83  -3.8455684
27229  MSTRG.1590 chr15  76566753  76566835      -     83  -3.8455684
10369   MSTRG.735 chr15  44084575  44084809      +    235  -3.8676647
10347   MSTRG.735 chr15  44084174  44084581      +    408  -3.9281439
10353   MSTRG.735 chr15  44084174  44084581      +    408  -3.9281439
10356   MSTRG.735 chr15  44084174  44084581      +    408  -3.9281439
10359   MSTRG.735 chr15  44084174  44084581      +    408  -3.9281439
10363   MSTRG.735 chr15  44084174  44084581      +    408  -3.9281439
10350   MSTRG.735 chr15  44084040  44084581      +    542  -3.9226624
5995    MSTRG.450 chr15  32976761  32976870      +    110  11.8111884
6001    MSTRG.450 chr15  32976758  32976870      +    113  11.8167367
13441   MSTRG.843 chr15  42727582  42727716      -    135  -3.9023944
13463   MSTRG.843 chr15  42727582  42727716      -    135  -3.9023944
13481   MSTRG.843 chr15  42727582  42727716      -    135  -3.9023944
13500   MSTRG.843 chr15  42727582  42727716      -    135  -3.9023944
13520   MSTRG.843 chr15  42727582  42727716      -    135  -3.9023944
13540   MSTRG.843 chr15  42727582  42727716      -    135  -3.9023944
6965    MSTRG.502 chr15  36950034  36950106      +     73  -5.4492737
6976    MSTRG.502 chr15  36950034  36950106      +     73  -5.4492737
6988    MSTRG.502 chr15  36950034  36950106      +     73  -5.4492737
7000    MSTRG.502 chr15  36950034  36950106      +     73  -5.4492737
13436   MSTRG.843 chr15  42714115  42714186      -     72  -4.1355575
13458   MSTRG.843 chr15  42714115  42714186      -     72  -4.1355575
13476   MSTRG.843 chr15  42714115  42714186      -     72  -4.1355575
13495   MSTRG.843 chr15  42714115  42714186      -     72  -4.1355575
13515   MSTRG.843 chr15  42714115  42714186      -     72  -4.1355575
13535   MSTRG.843 chr15  42714115  42714186      -     72  -4.1355575
14004   MSTRG.864 chr15  51991516  51991599      +     84   8.3121032
14015   MSTRG.864 chr15  51991516  51991599      +     84   8.3121032
6966    MSTRG.502 chr15  36983886  36983965      +     80  -5.5222594
6977    MSTRG.502 chr15  36983886  36983965      +     80  -5.5222594
6989    MSTRG.502 chr15  36983886  36983965      +     80  -5.5222594
7001    MSTRG.502 chr15  36983886  36983965      +     80  -5.5222594
29042  MSTRG.1747 chr15  84286834  84287499      +    666  10.8942641
29051  MSTRG.1747 chr15  84286834  84287493      +    660  10.8942641
29060  MSTRG.1747 chr15  84286834  84287493      +    660  10.8942641
29070  MSTRG.1747 chr15  84286834  84287493      +    660  10.8942641
29082  MSTRG.1747 chr15  84286834  84287493      +    660  10.8942641
6967    MSTRG.502 chr15  36984327  36984376      +     50  -5.5089789
6978    MSTRG.502 chr15  36984327  36984376      +     50  -5.5089789
6990    MSTRG.502 chr15  36984327  36984376      +     50  -5.5089789
7002    MSTRG.502 chr15  36984327  36984376      +     50  -5.5089789
6970    MSTRG.502 chr15  37002057  37002162      +    106  -4.8168487
6981    MSTRG.502 chr15  37002057  37002162      +    106  -4.8168487
6993    MSTRG.502 chr15  37002057  37002162      +    106  -4.8168487
7005    MSTRG.502 chr15  37002057  37002162      +    106  -4.8168487
13442   MSTRG.843 chr15  42729430  42729575      -    146  -3.5717108
13464   MSTRG.843 chr15  42729430  42729575      -    146  -3.5717108
13482   MSTRG.843 chr15  42729430  42729575      -    146  -3.5717108
13501   MSTRG.843 chr15  42729430  42729575      -    146  -3.5717108
13521   MSTRG.843 chr15  42729430  42729575      -    146  -3.5717108
13541   MSTRG.843 chr15  42729430  42729575      -    146  -3.5717108
27210  MSTRG.1590 chr15  76580187  76580286      -    100  -3.3565152
27221  MSTRG.1590 chr15  76580187  76580286      -    100  -3.3565152
27233  MSTRG.1590 chr15  76580187  76580286      -    100  -3.3565152
13448   MSTRG.843 chr15  42738787  42738856      -     70  -3.9893236
13470   MSTRG.843 chr15  42738787  42738856      -     70  -3.9893236
13488   MSTRG.843 chr15  42738787  42738856      -     70  -3.9893236
13507   MSTRG.843 chr15  42738787  42738856      -     70  -3.9893236
13527   MSTRG.843 chr15  42738787  42738856      -     70  -3.9893236
13548   MSTRG.843 chr15  42738787  42738856      -     70  -3.9893236
14333   MSTRG.902 chr15  52100617  52108558      +   7942   4.7012556
14342   MSTRG.902 chr15  52100617  52108558      +   7942   4.7012556
29649  MSTRG.1773 chr15  85406783  85406871      +     89  -5.8431714
20952  MSTRG.1244 chr15  65032090  65033199      -   1110  -5.7084247
20959  MSTRG.1244 chr15  65032095  65033199      -   1105  -5.7084247
27207  MSTRG.1590 chr15  76576098  76576166      -     69  -3.6980949
27218  MSTRG.1590 chr15  76576098  76576166      -     69  -3.6980949
27230  MSTRG.1590 chr15  76576098  76576166      -     69  -3.6980949
13435   MSTRG.843 chr15  42713259  42713330      -     72  -4.1173259
13457   MSTRG.843 chr15  42713259  42713330      -     72  -4.1173259
13475   MSTRG.843 chr15  42713259  42713330      -     72  -4.1173259
13494   MSTRG.843 chr15  42713259  42713330      -     72  -4.1173259
13514   MSTRG.843 chr15  42713259  42713330      -     72  -4.1173259
13534   MSTRG.843 chr15  42713259  42713330      -     72  -4.1173259
27205  MSTRG.1590 chr15  76523674  76523739      -     66  -3.6548591
27216  MSTRG.1590 chr15  76523674  76523739      -     66  -3.6548591
27228  MSTRG.1590 chr15  76523674  76523739      -     66  -3.6548591
20956  MSTRG.1244 chr15  65041630  65041692      -     63  -5.1454029
20963  MSTRG.1244 chr15  65041630  65041692      -     63  -5.1454029
5996    MSTRG.450 chr15  32983911  32983964      +     54  11.1962669
6002    MSTRG.450 chr15  32983911  32983964      +     54  11.1962669
6968    MSTRG.502 chr15  36989524  36989591      +     68  -5.4128081
6979    MSTRG.502 chr15  36989524  36989591      +     68  -5.4128081
6991    MSTRG.502 chr15  36989524  36989591      +     68  -5.4128081
7003    MSTRG.502 chr15  36989524  36989591      +     68  -5.4128081
20914  MSTRG.1237 chr15  65868641  65870693      +   2053   3.4848676
4292    MSTRG.290 chr15  29393802  29393987      +    186  10.5694650
4307    MSTRG.290 chr15  29393802  29393987      +    186  10.5694650
4320    MSTRG.290 chr15  29393802  29393987      +    186  10.5694650
4334    MSTRG.290 chr15  29393802  29393987      +    186  10.5694650
4345    MSTRG.290 chr15  29393802  29393987      +    186  10.5694650
27204  MSTRG.1590 chr15  76518190  76518270      -     81  -3.4926716
27215  MSTRG.1590 chr15  76518190  76518270      -     81  -3.4926716
27227  MSTRG.1590 chr15  76518190  76518270      -     81  -3.4926716
6969    MSTRG.502 chr15  37001424  37001489      +     66  -4.8592700
6980    MSTRG.502 chr15  37001424  37001489      +     66  -4.8592700
6992    MSTRG.502 chr15  37001424  37001489      +     66  -4.8592700
7004    MSTRG.502 chr15  37001424  37001489      +     66  -4.8592700
23352  MSTRG.1396 chr15  71329518  71329671      +    154  -3.9074613
23368  MSTRG.1396 chr15  71329518  71329671      +    154  -3.9074613
23386  MSTRG.1396 chr15  71329518  71329671      +    154  -3.9074613
23403  MSTRG.1396 chr15  71329518  71329671      +    154  -3.9074613
23419  MSTRG.1396 chr15  71329518  71329671      +    154  -3.9074613
23436  MSTRG.1396 chr15  71329518  71329671      +    154  -3.9074613
14006   MSTRG.864 chr15  52005530  52005610      +     81   8.7005036
14017   MSTRG.864 chr15  52005530  52005610      +     81   8.7005036
23046  MSTRG.1368 chr15  69018182  69020144      +   1963   3.7433320
23058  MSTRG.1368 chr15  69018182  69020144      +   1963   3.7433320
23070  MSTRG.1368 chr15  69018182  69020144      +   1963   3.7433320
4293    MSTRG.290 chr15  29397582  29397761      +    180   7.9169401
4308    MSTRG.290 chr15  29397582  29397761      +    180   7.9169401
4321    MSTRG.290 chr15  29397582  29397761      +    180   7.9169401
4335    MSTRG.290 chr15  29397582  29397761      +    180   7.9169401
4346    MSTRG.290 chr15  29397582  29397761      +    180   7.9169401
13437   MSTRG.843 chr15  42714699  42714818      -    120  -3.6772705
13459   MSTRG.843 chr15  42714699  42714818      -    120  -3.6772705
