Comparison of groups:  3-1 
           GeneID   Chr     Start       End Strand Length       logFC
18340  MSTRG.1182 chr15  63354414  63354476      +     63  -7.7520889
18350  MSTRG.1182 chr15  63354414  63354476      +     63  -7.7520889
18360  MSTRG.1182 chr15  63354414  63354476      +     63  -7.7520889
18370  MSTRG.1182 chr15  63354414  63354476      +     63  -7.7520889
18378  MSTRG.1182 chr15  63354414  63354476      +     63  -7.7520889
18386  MSTRG.1182 chr15  63354414  63354476      +     63  -7.7520889
18342  MSTRG.1182 chr15  63356263  63356389      +    127 -10.0308417
5294    MSTRG.405 chr15  35084609  35084770      -    162 -12.3263289
5301    MSTRG.405 chr15  35084609  35084770      -    162 -12.3263289
18300  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18309  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18318  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18327  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18336  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18346  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18356  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18366  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18374  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
18382  MSTRG.1182 chr15  63349184  63349317      +    134  -7.9699819
15893  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15905  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15917  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15930  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15943  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15956  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15970  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15984  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
15999  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
16015  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
16032  MSTRG.1038 chr15  57921898  57922052      +    155  -8.9072616
5293    MSTRG.405 chr15  35084291  35084482      -    192 -14.4010630
5300    MSTRG.405 chr15  35084291  35084482      -    192 -14.4010630
15896  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15908  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15920  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15933  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15946  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15959  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15973  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15987  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
16002  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
16018  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
16035  MSTRG.1038 chr15  57929893  57929972      +     80  -9.7446136
15894  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15906  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15918  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15931  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15944  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15957  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15971  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15985  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
16000  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
16016  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
16033  MSTRG.1038 chr15  57924632  57924757      +    126  -8.3691660
15895  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
15907  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
15919  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
15932  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
15945  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
15958  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
15972  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
15986  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
16001  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
16017  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
16034  MSTRG.1038 chr15  57925811  57925939      +    129  -8.0224210
5296    MSTRG.405 chr15  35086881  35087031      -    151  -8.9310429
5303    MSTRG.405 chr15  35086881  35087031      -    151  -8.9310429
5295    MSTRG.405 chr15  35085446  35085770      -    325  -8.7113096
5302    MSTRG.405 chr15  35085446  35085770      -    325  -8.7113096
15897  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
15909  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
15921  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
15934  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
15947  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
15960  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
15974  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
15988  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
16003  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
16019  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
16036  MSTRG.1038 chr15  57931638  57931743      +    106  -9.8587866
8263    MSTRG.640 chr15  45365563  45367287      +   1725   6.2135585
8272    MSTRG.640 chr15  45365563  45367287      +   1725   6.2135585
15922  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
15935  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
15948  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
15961  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
15975  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
15989  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
16005  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
16037  MSTRG.1038 chr15  57953648  57953731      +     84  -8.8831789
16454  MSTRG.1059 chr15  58837941  58838174      +    234   9.7884908
26043  MSTRG.1537 chr15  75047132  75048941      +   1810  14.4779564
15898  MSTRG.1038 chr15  57967166  57967266      +    101  -8.4255001
15923  MSTRG.1038 chr15  57967166  57967266      +    101  -8.4255001
15936  MSTRG.1038 chr15  57967166  57967266      +    101  -8.4255001
15962  MSTRG.1038 chr15  57967166  57967266      +    101  -8.4255001
15990  MSTRG.1038 chr15  57967166  57967266      +    101  -8.4255001
16020  MSTRG.1038 chr15  57967166  57967266      +    101  -8.4255001
16038  MSTRG.1038 chr15  57967166  57967266      +    101  -8.4255001
16451  MSTRG.1059 chr15  58830532  58830716      +    185   9.0356673
23369  MSTRG.1396 chr15  71341748  71343040      +   1293  -8.8424259
23387  MSTRG.1396 chr15  71341748  71343040      +   1293  -8.8424259
15890  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15902  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15914  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15927  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15940  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15953  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15967  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15981  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
15996  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
16012  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
16029  MSTRG.1038 chr15  57910231  57910386      +    156  -8.4129366
16457  MSTRG.1059 chr15  58855704  58855922      +    219   8.5187869
23353  MSTRG.1396 chr15  71341748  71342436      +    689  -8.8084153
23404  MSTRG.1396 chr15  71341748  71342436      +    689  -8.8084153
23420  MSTRG.1396 chr15  71341748  71342436      +    689  -8.8084153
23437  MSTRG.1396 chr15  71341748  71342436      +    689  -8.8084153
15892  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15904  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15916  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15929  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15942  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15955  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15969  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15983  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
15998  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
16014  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
16031  MSTRG.1038 chr15  57917977  57918088      +    112  -9.1323789
29652  MSTRG.1773 chr15  85411342  85416713      +   5372  -5.8709686
16006  MSTRG.1038 chr15  57976600  57976872      +    273  -7.9703739
16021  MSTRG.1038 chr15  57976600  57976872      +    273  -7.9703739
16367  MSTRG.1051 chr15  58430646  58430748      -    103  12.1727978
15899  MSTRG.1038 chr15  57976600  57977562      +    963  -8.4145901
15924  MSTRG.1038 chr15  57976600  57977562      +    963  -8.4145901
16039  MSTRG.1038 chr15  57976600  57977530      +    931  -8.4145901
16450  MSTRG.1059 chr15  58724175  58724319      +    145  11.1424018
16456  MSTRG.1059 chr15  58853063  58853180      +    118   9.2132599
16455  MSTRG.1059 chr15  58840529  58840771      +    243   7.7656228
7831    MSTRG.611 chr15  45661524  45661719      -    196   4.5246808
7840    MSTRG.611 chr15  45661524  45661719      -    196   4.5246808
7832    MSTRG.611 chr15  45668799  45669017      -    219   4.9197999
7841    MSTRG.611 chr15  45668799  45669017      -    219   4.9197999
23352  MSTRG.1396 chr15  71329518  71329671      +    154 -10.9346780
23368  MSTRG.1396 chr15  71329518  71329671      +    154 -10.9346780
23386  MSTRG.1396 chr15  71329518  71329671      +    154 -10.9346780
23403  MSTRG.1396 chr15  71329518  71329671      +    154 -10.9346780
23419  MSTRG.1396 chr15  71329518  71329671      +    154 -10.9346780
23436  MSTRG.1396 chr15  71329518  71329671      +    154 -10.9346780
23350  MSTRG.1396 chr15  71302146  71302331      +    186  -8.9560915
23366  MSTRG.1396 chr15  71302146  71302331      +    186  -8.9560915
23384  MSTRG.1396 chr15  71302146  71302331      +    186  -8.9560915
23401  MSTRG.1396 chr15  71302146  71302331      +    186  -8.9560915
23417  MSTRG.1396 chr15  71302146  71302331      +    186  -8.9560915
23434  MSTRG.1396 chr15  71302146  71302331      +    186  -8.9560915
16453  MSTRG.1059 chr15  58834733  58834850      +    118  10.6782330
16431  MSTRG.1051 chr15  58430646  58430771      -    126  12.2577957
14730   MSTRG.940 chr15  50489697  50489906      +    210  10.9402161
14739   MSTRG.940 chr15  50489697  50489906      +    210  10.9402161
7006    MSTRG.502 chr15  37100525  37102461      +   1937  -5.3669103
15891  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15903  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15915  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15928  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15941  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15954  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15968  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15982  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
15997  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
16013  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
16030  MSTRG.1038 chr15  57913806  57913898      +     93  -8.4635628
7904    MSTRG.616 chr15  44162959  44166660      -   3702  -9.3999544
7918    MSTRG.616 chr15  44162959  44166660      -   3702  -9.3999544
7933    MSTRG.616 chr15  44162959  44166660      -   3702  -9.3999544
7830    MSTRG.611 chr15  45660268  45660458      -    191   4.2019687
7839    MSTRG.611 chr15  45660268  45660458      -    191   4.2019687
14734   MSTRG.940 chr15  50519177  50519375      +    199  11.6059131
14744   MSTRG.940 chr15  50519177  50519375      +    199  11.6059131
16452  MSTRG.1059 chr15  58833984  58834166      +    183   8.0289817
13447   MSTRG.843 chr15  42737025  42737179      -    155  -5.5894445
13469   MSTRG.843 chr15  42737025  42737179      -    155  -5.5894445
13487   MSTRG.843 chr15  42737025  42737179      -    155  -5.5894445
13506   MSTRG.843 chr15  42737025  42737179      -    155  -5.5894445
13526   MSTRG.843 chr15  42737025  42737179      -    155  -5.5894445
13547   MSTRG.843 chr15  42737025  42737179      -    155  -5.5894445
16458  MSTRG.1059 chr15  58860915  58861073      +    159   8.7808339
23351  MSTRG.1396 chr15  71305143  71305252      +    110 -10.5422212
23367  MSTRG.1396 chr15  71305143  71305252      +    110 -10.5422212
23385  MSTRG.1396 chr15  71305143  71305252      +    110 -10.5422212
23402  MSTRG.1396 chr15  71305143  71305252      +    110 -10.5422212
23418  MSTRG.1396 chr15  71305143  71305252      +    110 -10.5422212
23435  MSTRG.1396 chr15  71305143  71305252      +    110 -10.5422212
13450   MSTRG.843 chr15  42741969  42744152      -   2184  -4.7156949
13490   MSTRG.843 chr15  42741969  42744152      -   2184  -4.7156949
6983    MSTRG.502 chr15  37101105  37102461      +   1357  -5.2709104
7828    MSTRG.611 chr15  45658244  45658408      -    165   4.2177647
7837    MSTRG.611 chr15  45658244  45658408      -    165   4.2177647
8261    MSTRG.640 chr15  45361075  45361250      +    176   5.3795743
8270    MSTRG.640 chr15  45361075  45361250      +    176   5.3795743
14740   MSTRG.940 chr15  50494684  50494842      +    159  10.9653296
14732   MSTRG.940 chr15  50515162  50515356      +    195  11.5789065
14742   MSTRG.940 chr15  50515162  50515356      +    195  11.5789065
16437  MSTRG.1052 chr15  58471327  58471544      +    218  12.1474334
8259    MSTRG.640 chr15  45357469  45357587      +    119   5.3576169
8268    MSTRG.640 chr15  45357469  45357587      +    119   5.3576169
7829    MSTRG.611 chr15  45658569  45658706      -    138   4.0770691
7838    MSTRG.611 chr15  45658569  45658706      -    138   4.0770691
8262    MSTRG.640 chr15  45364515  45364636      +    122   5.2569957
8271    MSTRG.640 chr15  45364515  45364636      +    122   5.2569957
29650  MSTRG.1773 chr15  85407673  85407896      +    224  -8.0959749
33504  MSTRG.2124 chr15  90333691  90333772      -     82   6.3521662
14735   MSTRG.940 chr15  50521142  50521239      +     98  10.3256360
14745   MSTRG.940 chr15  50521142  50521239      +     98  10.3256360
18364  MSTRG.1182 chr15  63334959  63335142      +    184  -8.3177997
7948    MSTRG.616 chr15  44162959  44166137      -   3179  -8.5766719
13433   MSTRG.843 chr15  42704635  42709558      -   4924  -4.3716742
13455   MSTRG.843 chr15  42704635  42709558      -   4924  -4.3716742
13473   MSTRG.843 chr15  42704635  42709558      -   4924  -4.3716742
13492   MSTRG.843 chr15  42704635  42709558      -   4924  -4.3716742
13512   MSTRG.843 chr15  42705018  42709558      -   4541  -4.3713638
13532   MSTRG.843 chr15  42705018  42709558      -   4541  -4.3713638
13442   MSTRG.843 chr15  42729430  42729575      -    146  -4.7694509
13464   MSTRG.843 chr15  42729430  42729575      -    146  -4.7694509
13482   MSTRG.843 chr15  42729430  42729575      -    146  -4.7694509
13501   MSTRG.843 chr15  42729430  42729575      -    146  -4.7694509
13521   MSTRG.843 chr15  42729430  42729575      -    146  -4.7694509
13541   MSTRG.843 chr15  42729430  42729575      -    146  -4.7694509
29643  MSTRG.1773 chr15  85382933  85384163      +   1231  -6.0539784
7825    MSTRG.611 chr15  45653794  45654419      -    626   4.3192554
18298  MSTRG.1182 chr15  63334838  63335142      +    305  -8.2736535
18307  MSTRG.1182 chr15  63334838  63335142      +    305  -8.2736535
18316  MSTRG.1182 chr15  63334838  63335142      +    305  -8.2736535
18325  MSTRG.1182 chr15  63334838  63335142      +    305  -8.2736535
18334  MSTRG.1182 chr15  63334838  63335142      +    305  -8.2736535
18344  MSTRG.1182 chr15  63334838  63335142      +    305  -8.2736535
18354  MSTRG.1182 chr15  63334838  63335142      +    305  -8.2736535
15621  MSTRG.1005 chr15  53907623  53908440      -    818   8.0170073
15641  MSTRG.1005 chr15  53907623  53908440      -    818   8.0170073
8258    MSTRG.640 chr15  45353265  45353424      +    160   5.3545422
8267    MSTRG.640 chr15  45353180  45353424      +    245   5.3545422
8260    MSTRG.640 chr15  45360379  45360444      +     66   5.0977648
8269    MSTRG.640 chr15  45360379  45360444      +     66   5.0977648
13441   MSTRG.843 chr15  42727582  42727716      -    135  -4.9164607
13463   MSTRG.843 chr15  42727582  42727716      -    135  -4.9164607
13481   MSTRG.843 chr15  42727582  42727716      -    135  -4.9164607
13500   MSTRG.843 chr15  42727582  42727716      -    135  -4.9164607
13520   MSTRG.843 chr15  42727582  42727716      -    135  -4.9164607
13540   MSTRG.843 chr15  42727582  42727716      -    135  -4.9164607
7834    MSTRG.611 chr15  45653322  45654419      -   1098   4.1622593
20914  MSTRG.1237 chr15  65868641  65870693      +   2053   3.7805845
7826    MSTRG.611 chr15  45656098  45656214      -    117   4.2553164
7835    MSTRG.611 chr15  45656098  45656214      -    117   4.2553164
28463  MSTRG.1709 chr15  80445368  80445477      +    110   4.9479574
28479  MSTRG.1709 chr15  80445368  80445477      +    110   4.9479574
28497  MSTRG.1709 chr15  80445368  80445477      +    110   4.9479574
14736   MSTRG.940 chr15  50526065  50526195      +    131  11.0927351
14746   MSTRG.940 chr15  50526065  50526195      +    131  11.0927351
28511  MSTRG.1709 chr15  80445233  80445477      +    245   4.9611813
34812  MSTRG.2226 chr15  99672955  99675800      +   2846  -4.5222716
13449   MSTRG.843 chr15  42740270  42740903      -    634  -4.7283315
13471   MSTRG.843 chr15  42740270  42740903      -    634  -4.7283315
13489   MSTRG.843 chr15  42740270  42740903      -    634  -4.7283315
13508   MSTRG.843 chr15  42740270  42740903      -    634  -4.7283315
13528   MSTRG.843 chr15  42740270  42740903      -    634  -4.7283315
13549   MSTRG.843 chr15  42740270  42740903      -    634  -4.7283315
5297    MSTRG.405 chr15  35087707  35087927      -    221  -9.8616840
28464  MSTRG.1709 chr15  80450402  80450512      +    111   4.7063371
28480  MSTRG.1709 chr15  80450402  80450512      +    111   4.7063371
28498  MSTRG.1709 chr15  80450402  80450512      +    111   4.7063371
28512  MSTRG.1709 chr15  80450402  80450512      +    111   4.7063371
33509  MSTRG.2124 chr15  90340806  90340953      -    148   6.3643856
33505  MSTRG.2124 chr15  90334184  90334324      -    141   6.4571708
7827    MSTRG.611 chr15  45656995  45657058      -     64   4.0510709
7836    MSTRG.611 chr15  45656995  45657058      -     64   4.0510709
13436   MSTRG.843 chr15  42714115  42714186      -     72  -5.2470506
13458   MSTRG.843 chr15  42714115  42714186      -     72  -5.2470506
13476   MSTRG.843 chr15  42714115  42714186      -     72  -5.2470506
13495   MSTRG.843 chr15  42714115  42714186      -     72  -5.2470506
13515   MSTRG.843 chr15  42714115  42714186      -     72  -5.2470506
13535   MSTRG.843 chr15  42714115  42714186      -     72  -5.2470506
30116  MSTRG.1810 chr15  85488356  85489027      +    672   6.3275148
30134  MSTRG.1810 chr15  85488356  85489027      +    672   6.3275148
30153  MSTRG.1810 chr15  85488356  85489027      +    672   6.3275148
15607  MSTRG.1005 chr15  53805938  53809951      -   4014   9.8146331
15610  MSTRG.1005 chr15  53805938  53809951      -   4014   9.8146331
15613  MSTRG.1005 chr15  53805938  53809951      -   4014   9.8146331
15616  MSTRG.1005 chr15  53805938  53809951      -   4014   9.8146331
15636  MSTRG.1005 chr15  53805938  53809951      -   4014   9.8146331
24238  MSTRG.1471 chr15  72495363  72495529      -    167  -6.4413039
24250  MSTRG.1471 chr15  72495363  72495529      -    167  -6.4413039
24282  MSTRG.1471 chr15  72495363  72495529      -    167  -6.4413039
24293  MSTRG.1471 chr15  72495363  72495529      -    167  -6.4413039
24315  MSTRG.1471 chr15  72495363  72495529      -    167  -6.4413039
24327  MSTRG.1472 chr15  72495363  72495529      +    167  -6.4413039
7808    MSTRG.601 chr15  45120653  45120769      -    117   7.1897747
13437   MSTRG.843 chr15  42714699  42714818      -    120  -4.6916925
13459   MSTRG.843 chr15  42714699  42714818      -    120  -4.6916925
13477   MSTRG.843 chr15  42714699  42714818      -    120  -4.6916925
13496   MSTRG.843 chr15  42714699  42714818      -    120  -4.6916925
13516   MSTRG.843 chr15  42714699  42714818      -    120  -4.6916925
13536   MSTRG.843 chr15  42714699  42714818      -    120  -4.6916925
33510  MSTRG.2124 chr15  90342491  90342546      -     56   5.9344400
13445   MSTRG.843 chr15  42734271  42734612      -    342  -4.4133185
13467   MSTRG.843 chr15  42734271  42734612      -    342  -4.4133185
13485   MSTRG.843 chr15  42734271  42734612      -    342  -4.4133185
13504   MSTRG.843 chr15  42734271  42734612      -    342  -4.4133185
13524   MSTRG.843 chr15  42734271  42734612      -    342  -4.4133185
13545   MSTRG.843 chr15  42734271  42734612      -    342  -4.4133185
8257    MSTRG.640 chr15  45335455  45335619      +    165   5.6489716
8266    MSTRG.640 chr15  45335455  45335619      +    165   5.6489716
33508  MSTRG.2124 chr15  90336266  90336357      -     92   6.1863789
24239  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24251  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24262  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24272  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24283  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24294  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24305  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24316  MSTRG.1471 chr15  72499069  72499221      -    153  -3.8533582
24328  MSTRG.1472 chr15  72499069  72499221      +    153  -3.8533582
16434  MSTRG.1052 chr15  58458872  58458998      +    127   9.7981918
13435   MSTRG.843 chr15  42713259  42713330      -     72  -4.9820148
13457   MSTRG.843 chr15  42713259  42713330      -     72  -4.9820148
13475   MSTRG.843 chr15  42713259  42713330      -     72  -4.9820148
13494   MSTRG.843 chr15  42713259  42713330      -     72  -4.9820148
13514   MSTRG.843 chr15  42713259  42713330      -     72  -4.9820148
13534   MSTRG.843 chr15  42713259  42713330      -     72  -4.9820148
13491   MSTRG.843 chr15  42749156  42749765      -    610  -4.8275785
13434   MSTRG.843 chr15  42710003  42710149      -    147  -4.4805640
13456   MSTRG.843 chr15  42710003  42710149      -    147  -4.4805640
13474   MSTRG.843 chr15  42710003  42710149      -    147  -4.4805640
13493   MSTRG.843 chr15  42710003  42710149      -    147  -4.4805640
13513   MSTRG.843 chr15  42710003  42710149      -    147  -4.4805640
13533   MSTRG.843 chr15  42710003  42710149      -    147  -4.4805640
16438  MSTRG.1052 chr15  58476160  58478110      +   1951  11.3211842
8255    MSTRG.640 chr15  45315302  45315547      +    246   5.6665287
8264    MSTRG.640 chr15  45315302  45315547      +    246   5.6665287
8273    MSTRG.640 chr15  45315307  45315547      +    241   5.6665287
23654  MSTRG.1429 chr15  74032219  74032983      -    765  -7.4127994
16433  MSTRG.1052 chr15  58430408  58430875      +    468  11.0101750
26038  MSTRG.1537 chr15  75042071  75042910      +    840  13.1226968
15889  MSTRG.1038 chr15  57896467  57896553      +     87  -8.6416480
15901  MSTRG.1038 chr15  57896467  57896553      +     87  -8.6416480
15913  MSTRG.1038 chr15  57896467  57896553      +     87  -8.6416480
15926  MSTRG.1038 chr15  57896467  57896553      +     87  -8.6416480
15939  MSTRG.1038 chr15  57896467  57896553      +     87  -8.6416480
15952  MSTRG.1038 chr15  57896467  57896553      +     87  -8.6416480
